date,state,city,summary,month,year_month
2022-07-14,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1427E/PALM BEACH TRACON ADVISED, A320, CVG - PBI, OBSERVED A UAS ON LEFT SIDE WHILE SOUTHBOUND AT 2,000 FEET, 10 NW PBI. UAS PASSED APPROX 100 FEET BELOW ACFT. NO EVASIVE ACTION REPORTED. PALM BEACH COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-15,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1228M/DENVER ATCT ADVISED, CRJ2, LBL - DEN, REPORTED A TAN UAS FROM THE RIGHT SIDE WHILE S BOUND AT 6,500 FEET 5 N DEN. NO EVASIVE ACTION TAKEN. DIA PD NOTIFIED.",7,2022-07
2022-07-15,NEW YORK,POUGHKEEPSIE,"PRELIM INFO FROM FAA OPS: POUGHKEEPSIE, NY/UAS SIGHTING/1952E/HUDSON VALLEY ATCT ADVISED, PIPER P28A, REPORTED UAS WHILE SW BOUND AT 1,200 FEET 1 W POU. NO EVASIVE ACTION TAKEN. DUTCHESS COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-16,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1709E/NAVY BLUEAN, (6)/FA18, WAYNE COUNTY ARPT AUTHORITY (YIP) REPORTED A UAS ESE BOUND AT 100 FEET 1.3 S YIP. ATC PROVIDED TRAFFIC ADVISORY TO NAVY BLUEAN. NO EVASIVE ACTION TAKEN. TOWER WCAA LOCATED  OPERATOR. OPERATOR STATED HE HAD APPROVAL FOR AIRSHOW. WCAA REPORT #22-19394. FAA LEAP NOTIFIED.",7,2022-07
2022-07-16,OHIO,CLEVELAND,"PRELIM INFO FROM FAA OPS: CLEVELAND, OH/UAS SIGHTING/1710E/CLEVELAND ATCT ADVISED, LEARJET LJ60, BWI - CLE, REPORTED WHITE QUAD COPTER UAS 2,800 FEET BELOW ACFT FROM THE LEFT SIDE WHILE SW BOUND AT 4,000 FEET 2 NE CLE. NO EVASIVE ACTION TAKEN. CLEVELAND PD NOTIFIED.",7,2022-07
2022-07-16,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1542M/DENVER TRACON ADVISED, CRJ2, PSP - DEN, REPORTED A BLACK UAS WHILE N BOUND AT 6,500 FEET 4 S DEN. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",7,2022-07
2022-07-16,LOUISIANA,NEW ORLEANS,"PRELIM INFO FROM FAA OPS: NEW ORLEANS, LA/UAS SIGHTING/2114C/NEW ORLEANS ATCT ADVISED, HELO, REPORTED 6-8 UAS WHILE NNE BOUND AT 1,500 FEET 3 SSE NEW ORLEANS (NEW). NO EVASIVE ACTION TAKEN. ORLEANS PARISH SHERIFF NOTIFIED.",7,2022-07
2022-07-16,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/2214E/PEACHTREE ATCT ADVISED, ROBINSON R44, PDK - PDK, REPORTED UAS WITH RED AND GREEN FLASHING LIGHTS WHILE ORBITING AT 1,700 FEET 4 SW PDK. NO EVASIVE ACTION TAKEN. ATLANTA PD NOTIFIED.",7,2022-07
2022-07-17,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1731E/ATLANTA ATCT ADVISED, CESSNA C172, REPORTED A BLUE UAS AT 1 O'CLOCK POSITION AT 3,500 FEET WHILE SE BOUND 5 SE PDK. NO EVASIVE ACTION REPORTED. LEO NOTIFIED.",7,2022-07
2022-07-17,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1121E/ORLANDO ATCT ADVISED, BEECH BE40, GSO - ORL, REPORTED A BLACK UAS PASSING ON LEFT SIDE OF AIRCRAFT AT 500 FEET ON .25 MILE FINAL RWY 7. NO EVASIVE ACTION REPORTED. LEO NOTIFIED; HOWEVER, AGENCY AND PHONE NUMBER NOT REPORTED.",7,2022-07
2022-07-17,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1209E/DEKALB-PEACHTREE ATCT ADVISED, PILATUS PC12, REPORTED A BROWN AND WHITE UAS ON LEFT SIDE OF AIRCRAFT AT 2,000 FEET WHILE WESTBOUND 2 NE PDK. NO EVASIVE ACTION REPORTED. LEO NOTIFIED.",7,2022-07
2022-07-17,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1318E/JFK ATCT ADVISED, A320, JAX - JFK, REPORTED A WHITE UAS AT 800 FEET BASE LEG RWY 13L 2MILES FROM JFK. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",7,2022-07
2022-07-17,MICHIGAN,TRAVERSE CITY,"PRELIM INFO FROM FAA OPS: TRAVERSE CITY, MI/UAS SIGHTING/1346E/TRAVERSE CITY ATCT ADVISED GAMA AVIATION 899, BEECH B350, PLN - TVC, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 1,000 FEET 3 W TVC. NO EVASIVE ACTION TAKEN. TRAVERSE CITY PD NOTIFIED.",7,2022-07
2022-07-17,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/2125C/CHICAGO-MIDWAY ATCT ADVISED, CESSNA C172, OBSERVED A UAS WITH GREEN LIGHTS WHILE NORTHBOUND AT 1,700 FEET 5 NE CHICAGO MIDWAY ARPT. PIC REPORTED TAKING EVASIVE ACTION. CHICAGO CITY PD NOTIFIED.",7,2022-07
2022-07-18,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1033E/ORLANDO ATCT ADVISED, A321, LGA - MCO, REPORTED A BLACK UAS FROM THE LEFT SIDE WHILE S BOUND AT 400 FEET 4 N MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY PD NOTIFIED.",7,2022-07
2022-07-18,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1033E/ORLANDO ATCT ADVISED, A20N, SAN JUAN, PUERTO RICO (TJSJ) - MCO, REPORTED A BLACK UAS FROM THE LEFT SIDE WHILE S BOUND AT 400 FEET 4 N MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY PD NOTIFIED.",7,2022-07
2022-07-18,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1857C/CHICAGO TRACON ADVISED, E170, XNA - ORD, REPORTED UAS AT 10 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 17 ESE ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",7,2022-07
2022-07-19,MARYLAND,SUITLAND,"PRELIM INFO FROM FAA OPS: SUITLAND, MD/UAS SIGHTING/1026E/THE OFFICE OF NAVAL INTELLIGENCE REPORTED A BLACK UAS SE BOUND AT 1,000 FEET VCNTY THE NOAA AND THE U. S CENSUS BUREAU BUILDINGS. CENSUS BUREAU PD NOTIFIED. NO ACFT INVOLVED.",7,2022-07
2022-07-19,PENNSYLVANIA,FRANKLIN,"PRELIM INFO FROM FAA OPS: FRANKLIN, PA/UAS INCIDENT/LATE REPORT-1330E/FSOC ADVISED, BELL B06, REPORTED A WHITE UAS THAT STRUCK THE VERTICAL STABILIZER AND ROTOR BETWEEN 450-500 FEET 35 SE FRANKLIN VOR. NO EVASIVE ACTION TAKEN. PENNSYLVANIA STATE POLICE NOTIFIED.",7,2022-07
2022-07-19,CALIFORNIA,TORRANCE,"PRELIM INFO FROM FAA OPS: TORRANCE, CA/UAS SIGHTING/1350P, TECNAM P06T, REPORTED A UAS AT 100-150 FEET .5 NE TOA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",7,2022-07
2022-07-19,ALASKA,KOTZEBUE,"PRELIM INFO FROM FAA OPS: KOTZEBUE, AK/UAS SIGHTING/1534L/ARPT MANAGER RECEIVED A REPORT FROM LOCAL PILOT ON THE GROUND THAT A UAS HAD OVERFLOWN KOTZEBUE ARPT (OTZ) WHILE NORTHBOUND AT 100 FT ELEVATION. NO LEO INFORMATION PROVIDED..",7,2022-07
2022-07-19,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1853C/HOUSTON TRACON ADVISED, B762, IAH - RFD, OBSERVED A UAS 500 FEET BELOW ACFT WHILE NORTHBOUND AT 2,900 FEET, 9 N IAH. NO EVASIVE ACTION REPORTED. HOUSTON FBI FIELD OFFICE NOTIFIED.",7,2022-07
2022-07-20,NEW YORK,WHITE PLAINS,"PRELIM INFO FROM FAA OPS: WHITE PLAINS, NY/UAS SIGHTING/1405E/WESTCHESTER ATCT ADVISED, CIRRUS SR22, OBSERVED A SILVER UAS AT THE 3 O'CLOCK POSITION WHILE SSE BOUND AT 1,500 FEET 1 NE WHITE PLAINS. NO EVASIVE ACTION TAKEN. LEO WAS NOTIFIED.",7,2022-07
2022-07-20,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1812E/NEW YORK TRACON ADVISED, CRJ9, MKE - LGA, REPORTED A YELLOW AND BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE NE BOUND AT 5,000 FEET 13 SW LGA. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",7,2022-07
2022-07-20,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/2049C/MINNEAPOLIS ATCT ADVISED, C130, REPORTED A UAS  200 FEET ABOVE  ACFT AT THE 2 O'CLOCK POSITION WHILE ON 7 MILE FINAL RUNWAY 30R AT 2,800 FEET. NO EVASIVE ACTION TAKEN. DAKOTA COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-20,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/2049C/MINNEAPOLIS ATCT ADVISED, C130, REPORTED A UAS FROM BELOW THE LEFT SIDE WHILE NW BOUND AT 3,000 FEET 10 ESE MSP. NO EVASIVE ACTION TAKEN. DAKOTA COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-20,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/2302C/HOUSTON INTCL ATCT ADVISED, HELO, REPORTED A UAS 400 FEET BELOW ACFT WHILE ESE BOUND AT 500 FEET 2 W IAH. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",7,2022-07
2022-07-21,MONTANA,WOLF POINT,"PRELIM INFO FROM FAA OPS: WOLF POINT, MT/UAS INCIDENT/0330M/SALT LAKE CITY ARTCC ADVISED, BEECH B190, BIL - OLF, REPORTED A UAS WHILE ESE BOUND ON APCH VCNTY OLF. ACFT TOOK EVASIVE ACTION. WOLF POINT PD NOTIFIED.",7,2022-07
2022-07-21,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1109E/NEW YORK TRACON ADVISED, CRJ9, CLE - LGA, OBSERVED A UAS WHILE NORTHBOUND AT 4,300 FEET 9 W JFK. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED.",7,2022-07
2022-07-21,TEXAS,FORT WORTH,"PRELIM INFO FROM FAA OPS: FORT WORTH, TX/UAS SIGHTING/1055C/FORT WORTH NAVAL AIR STATION ATCT ADVISED, F16, REPORTED UAS OFF THE RIGHT SIDE WHILE S BOUND AT 3,000 FEET 5 N NFW. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",7,2022-07
2022-07-21,DISTRICT OF COLUMBIA,WASHINGTON,"CLOSE-OUT INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1334E/WASHINGTON NATIONAL ATCT ADVISED DCA RESUMED NORMAL OPERATIONS AFTER SCANNING AIRSPACE WITH NEGATIVE SIGHTING OF UAS.",7,2022-07
2022-07-21,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1400E/BOSTON TRACON ADVISED, BOMBARDIER CL30, BOS - CYYZ, REPORTED A UAS FROM THE LEFT SIDE WHILE E BOUND AT 10,000 FEET 11 E BOS. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",7,2022-07
2022-07-21,CALIFORNIA,MODESTO,"PRELIM INFO FROM FAA OPS: MODESTO, CA/UAS SIGHTING/2021P/NORCAL TRACON ADVISED, A21N, AUS - SFO, REPORTED UAS FROM THE 9 O'CLOCK POSITION WHILE WSW BOUND AT 13,000 FEET 23 WSW MOD. NO EVASIVE ACTION REPORTED. SAN JOAQUIN COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-22,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/0832E/JFK ATCT ADVISED, E190, MCO - JFK, REPORTED A RED QUADCOPTER UAS OFF THE RIGHT SIDE WHILE NW BOUND AT 1,500 FEET 3 SE JFK. NO EVASIVE ACTION TAKEN. NEW YORK PORT AUTHORITY NOTIFIED.",7,2022-07
2022-07-22,FLORIDA,TAMPA,"PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS SIGHTING/1037E/MCDILL AFB ATC REPORTED AN UAS OPERATING AT UNKN ALTITUDE 2 E MCF. NO IMPACT TO OPERATIONS. BASE OPERATIONS SECURITY NOTIFIED.",7,2022-07
2022-07-22,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1154E/MCO ATCT ADVISED, B737, DAL - MCO, REPORTED A UAS OFF THE LEFT SIDE WHILE S BOUND AT 1,000 FEET 2 MILE FINAL RUNWAY 17L. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-22,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1200E/ORLANDO EXECUTIVE ATCT ADVISED, PIPER P28A, ORL - ORL, REPORTED A UAS WHILE N BOUND AT 800 FEET 3 MILE FINAL RUNWAY 7. NO EVASIVE ACTION TAKEN. PUBLIC USE CHASE 3, HELO, WAS NOTIFIED.",7,2022-07
2022-07-23,NEW YORK,CALVERTON,"PRELIM INFO FROM FAA OPS: CALVERTON, NY/UAS SIGHTING/1050E/BOSTON ARTCC ADVISED, CESSNA C310, REPORTED A BLACK UAS 500 FEET BELOW ACFT WHILE N BOUND AT 13,500 FEET OVER CALVERTON VOR. NO EVASIVE ACTION TAKEN. SOUTHAMPTON TOWN PD NOTIFIED.",7,2022-07
2022-07-23,PENNSYLVANIA,JOHNSTOWN,"PRELIM INFO FROM FAA OPS: JOHNSTOWN, PA/UAS SIGHTING/1123E/JOHNSTOWN ATCT ADVISED, PIPER PA32, REPORTED A SILVER UAS FROM THE LEFT SIDE WHILE NE BOUND AT 5,000 FEET 20 ENE JST. NO EVASIVE ACTION TAKEN. PENNSYLVANIA STATE PD NOTIFIED.",7,2022-07
2022-07-23,CONNECTICUT,DANBURY,"PRELIM INFO FROM FAA OPS: DANBURY, CT/UAS SIGHTING/1200E/NEW YORK TRACON ADVISED, CIRRUS SR22, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE WSW BOUND AT 8,500 FEET 6 NE DANBURY. NO EVASIVE ACTION TAKEN.  DANBURY PD NOTIFIED.",7,2022-07
2022-07-23,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1348E/NEWARK ATCT ADVISED, B734, SLC - EWR, OBSERVED A RED-COLOR UAS 100 FEET ABOVE ACFT WHILE SOUTHWEST BOUND AT 1,100 FEET, 3 N EWR. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION INFORMATION PROVIDED.",7,2022-07
2022-07-23,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1543E/POTOMAC TRACON ADVISED, CESSNA C 525, OBSERVED A UAS AT 8,000 FEET, 35 NE DCA.  PILOT ESTIMATED THE UAS WAS AT APPROX 6,500 FEET IN THE VCNTY OF CLIFTON PARK IN BALTIMORE. NO EVASIVE ACTION REPORTED. BALTIMORE CITY PD NOTIFIED.",7,2022-07
2022-07-23,RHODE ISLAND,PROVIDENCE,"PRELIM INFO FROM FAA OPS: PROVIDENCE, RI/UAS SIGHTING/1655E/PROVIDENCE APCH ADVISED, E170, ORD - PVD, REPORTED A GOLD UAS BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE SE BOUND AT 2,100 FEET 8 N PVD. NO EVASIVE ACTION TAKEN. RHODE ISLAND ARPT PD NOTIFIED.",7,2022-07
2022-07-23,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1649C/CHICAGO MIDWAY ATCT ADVISED, A20N, MORELIA, MEXICO (MMMM) - MDW, REPORTED A RED UAS 300 FEET ABOVE OFF RIGHT SIDE WHILE SW BOUND AT 1,300 FEET 2 NE MDW. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",7,2022-07
2022-07-23,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1810E/MIAMI ATCT ADVISED, B738, JFK - MIA, OBSERVED A BLACK UAS OFF THE LEFT SIDE WHILE SE BOUND AT 300 FEET 4 NW MIA. NO EVASIVE ACTION WAS TAKEN. MIAMI-DADE PD NOTIFIED.",7,2022-07
2022-07-23,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1833E/BOSTON TRACON ADVISED, A346, EDDM - BOS, OBSERVED A GRAY UAS WHILE SE BOUND AT 7,000 FEET 5 E BOS. NO EVASIVE ACTION WAS TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",7,2022-07
2022-07-23,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1852P/LOS ANGELES ATCT ADVISED, B739, SLC - LAX, OBSERVED A UAS OFF THE RIGHT SIDE WHILE SW BOUND AT 1,400 FEET 2 NE LAX. NO EVASIVE ACTION TAKEN. LA COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-24,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS SIGHTING/1058E/NEW YORK TRACON ADVISED, B739, DEN - EWR, REPORTED A WHITE UAS FROM THE 2 O'CLOCK POSITION WHILE NE BOUND AT 3,500 FEET 10 W TEB. NO EVASIVE ACTION TAKEN. NJ PD NOTIFIED.",7,2022-07
2022-07-24,NEW YORK,POUGHKEEPSIE,"PRELIM INFO FROM FAA OPS: POUGHKEEPSIE, NY/UAS SIGHTING/1127E/POUGHKEEPSIE ATCT ADVISED, CESSNA C68A, POU - BHB, REPORTED A LIGHT BLUE UAS AT SAME ALTITUDE WHILE SW BOUND AT 3,300 FEET 3 SW POU. NO EVASIVE ACTION TAKEN. DUTCHESS COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-24,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1217E/POTOMAC TRACON ADVISED, A319, CHS - DCA, OBSERVED UAS BETWEEN 500-1,000 FEET BELOW WHILE SOUTHEAST BOUND ON VISUAL APPROACH RWY19, 10 WNW DCA. NO EVASIVE ACTION TAKEN. MONTGOMERY COUNTY PD NOTIFIED.",7,2022-07
2022-07-24,PENNSYLVANIA,PITTSBURGH,"PRELIM INFO FROM FAA OPS: PITTSBURGH, PA/UAS SIGHTING/1225E/ALLEGHANY ATCT ADVISED, CIRRUS SR22, OBSERVED A UAS ON RIGHT SIDE WHILE WESTBOUND AT 2,300 FEET, 4 E AGC. NO EVASIVE ACTION REPORTED. ALLEGHANY COUNTY EMERGENCY OPERATOR CONTACTED VIA 911.",7,2022-07
2022-07-24,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1248E/FORT LAUDERDALE ATCT ADVISED, B738, FLL - DFW, REPORTED A RED UAS FROM THEIR LEFT SIDE WHILE E BOUND AT 1,600 FEET ON 4 MILE FINAL FOR RUNWAY 10L. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-24,PENNSYLVANIA,PITTSBURGH,"PRELIM INFO FROM FAA OPS: PITTSBURGH, PA/UAS SIGHTING/1227E/ALLEGHENY ATCT ADVISED, CIRRUS SR22, REPORTED A SILVER UAS FROM THE LEFT SIDE WHILE W BOUND AT 2,300 FEET ON FINAL RUNWAY 28. NO EVASIVE ACTION TAKEN. ALLEGHENY COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-24,MASSACHUSETTS,HYANNIS,"PRELIM INFO FROM FAA OPS: HYANNIS, MA/UAS INCIDENT/1400E/BOSTON TRACON ADVISED, PIPER P28A, REPORTED A UAS 30 FEET ON 12 O'CLOCK POSITION WHILE NORTHWEST BOUND AT 2,300 FEET, 2 NW HYANNIS. ACFT TOOK EVASIVE ACTION TO TO THE RIGHT SO AS TO AVOID UAS. MASSACHUSSETTS STATE PD NOTIFIED.",7,2022-07
2022-07-24,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1506E/OPA-LOCKA FCT ADVISED, EMBRAER E550,  OBSERVED A UAS 400 FEET OFF RIGHT SIDE WHILE SOUTHEAST BOUND AT 3,000 FEET, 3 WNW OPF. NO EVASIVE ACTION TAKEN. MIAMI-DADE PD NOTIFIED.",7,2022-07
2022-07-24,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS SIGHTING/1509C/NASHVILLE ATCT ADVISED, B737, MSY - BNA, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE ESE BOUND AT 3,000 FEET 7 N BNA. NO EVASIVE ACTION TAKEN. DEPARTMENT OF PUBLIC SAFETY NOTIFIED.",7,2022-07
2022-07-24,WASHINGTON,CHEHALIS,"PRELIM INFO FROM FAA OPS: CHEHALIS, WA/UAS SIGHTING/1509P/SEATTLE ARTCC ADVISED, CESSNA C150, REPORTED A BLACK AND GOLD UAS WHILE S BOUND AT 4,500 FEET 4 SE CLS. NO EVASIVE ACTION TAKEN. LEWIS COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-24,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1940P/SEATTLE ATCT ADVISED, A321, JFK - SEA, REPORTED A BLACK UAS OFF RIGHT SIDE WHILE NNW BOUND AT 3,000 FEET 9 SSE SEA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",7,2022-07
2022-07-24,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/2025P/SEATTLE TRACON ADVISED, B739, HONOLULU, HAWAII (HNL) - SEA, REPORTED UAS OFF LEFT SIDE WHILE NNW BOUND AT 5,300 FEET 23 SSE SEA. NO EVASIVE ACTION TAKEN. SOUTH SOUND 911 NOTIFIED.",7,2022-07
2022-07-25,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS SIGHTING/0915M/EL PASO ATCT REPORTED UAS OPERATING AT 217 FEET 1/2 MILE SW RUNWAY 4. NO IMPACT TO OPERATIONS. LEO NOTIFICATION NOT REPORTED.",7,2022-07
2022-07-25,ILLINOIS,CHICAGO/AURORA,"PRELIM INFO FROM FAA OPS: CHICAGO/AURORA, IL/UAS SIGHTING/1100C/AURORA ATCT ADVISED, CESSNA C172, REPORTED A GREEN UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 1700 FEET OVER RUNWAY 15 APCH END. NO EVASIVE ACTION TAKEN. SUGAR GROVE PD NOTIFIED.",7,2022-07
2022-07-25,PENNSYLVANIA,PITTSBURGH,"PRELIM INFO FROM FAA OPS: PITTSBURGH, PA/UAS SIGHTING/1208E/PITTSBURGH APCH ADVISED, BEECH B350, CLT - PIT, REPORTED A RED AND BLUE UAS WHILE E BOUND AT 6,000 FEET 8 SSW MONTOUR VOR. NO EVASIVE ACTION TAKEN. 911 NOTIFIED.",7,2022-07
2022-07-25,TEXAS,GAINESVILLE,"PRELIM INFO FROM FAA OPS: GAINESVILLE, TX/UAS SIGHTING/1330C/DALLAS-FORTH WORTH ARTCC ADVISED, PIPER P28A, GKY - GYI, REPORTED A RED UAS WHILE N BOUND AT 6,000 FEET 12 N GLE. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",7,2022-07
2022-07-25,FLORIDA,TALLAHASSEE,"PRELIM INFO FROM FAA OPS: TALLAHASSEE, FL/UAS SIGHTING/1528E/TALLAHASSEE APPROACH ADVISED, H72, WHILE WESTBOUND AT 4,000 FEET OBSERVED 3/UAS FLYING WESTBOUND APPROX 2,000 FEET BLEOW. NO EVASIVE ACTION REPORTED. DECATUR (GA) COUNTY SHERIFF NOTIFIED.",7,2022-07
2022-07-25,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/LATE REPORT 7-25 1532P/UAS OPERATOR REPORTED PERSON INJURED HAND WHILE ATTEMPTING TO HAND CAPTURE UAS (FA3TLWLLKR). INFORMATION RECEIVED VIA DRONEZONE REPORT.",7,2022-07
2022-07-26,NEW HAMPSHIRE,PORTSMOUTH,"PRELIM INFO FROM FAA OPS: PORTSMOUTH, NH/UAS SIGHTING/1239E/PORTSMOUTH ATCT ADVISED, PILATUS PC12, BED - PSM, REPORTED A UAS FROM THE RIGHT SIDE AT 300 FEET WHILE ON FINAL RUNWAY 34 PORTSMOUTH. NO EVASIVE ACTION TAKEN. PORTSMOUTH INTL ARPT PD NOTIFIED.",7,2022-07
2022-07-26,FLORIDA,LAKELAND,"PRELIM INFO FROM FAA OPS: LAKELAND, FL/UAS SIGHTING/1345E/LAKELAND FCT ADVISED, MOONEY M20P, REPORTED A UAS AT 400 FEET WHILE ON 1 MILE FINAL RUNWAY 10 LAKELAND. NO EVASIVE ACTION TAKEN. LAKELAND PD NOTIFIED.",7,2022-07
2022-07-26,PENNSYLVANIA,LANCASTER,"PRELIM INFO FROM FAA OPS: LANCASTER, PA/UAS SIGHTING/2200E/HARRISBURG ATCT REPORTED UAS VCNTY PEACH BOTTOM NUCLEAR FACILITY. FACILITY AIRSPACE BELONGS TO POTOMAC TRACON. LEO NOTIFICATION NOT REPORTED.",7,2022-07
2022-07-27,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1221E/LAGUARDIA ATCT ADVISED, E75L, XNA - LGA, REPORTED A SMALL BLACK UAS OFF THE LEFT SIDE WHILE SW BOUND AT 1,000 FEET 2 MILE FINAL RUNWAY 22. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",7,2022-07
